Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
2285861,2250221,2016-06-19,46,HOME APPLIANCES,3.0,0,,,,,,,Quito,Pichincha,A,14,3957.0,2016,6,24,2,Sunday
2683001,2636669,2017-01-23,4,BEAUTY,6.0,2,,,,,,52.77,Quito,Pichincha,D,9,1456.0,2017,1,4,1,Monday
1776308,1751360,2015-09-12,49,HOME APPLIANCES,0.0,0,,,,,,,Quito,Pichincha,A,11,3293.0,2015,9,37,3,Saturday
1790192,1765244,2015-09-20,39,DAIRY,786.0,5,,,,,,,Cuenca,Azuay,B,6,1593.0,2015,9,38,3,Sunday
2097485,2070755,2016-03-11,11,BREAD/BAKERY,496.0,7,,,,,,38.51,Cayambe,Pichincha,B,6,1946.0,2016,3,10,1,Friday
2973655,2921977,2017-07-02,44,PERSONAL CARE,1061.0,9,,,,,,,Quito,Pichincha,A,5,5664.0,2017,7,26,3,Sunday
2697828,2651496,2017-01-31,6,GROCERY I,4511.0,37,,,,,,52.75,Quito,Pichincha,D,13,1584.0,2017,1,5,1,Tuesday
2026808,2000078,2016-01-31,28,HARDWARE,3.0,0,,,,,,,Guayaquil,Guayas,E,10,1565.0,2016,1,4,1,Sunday
2245872,2210232,2016-05-28,24,MEATS,309.397,1,,,,,,,Guayaquil,Guayas,D,1,1992.0,2016,5,21,2,Saturday
2142882,2116152,2016-04-05,34,PLAYERS AND ELECTRONICS,6.0,0,,,,,,34.52,Guayaquil,Guayas,B,6,2095.0,2016,4,14,2,Tuesday
2579268,2534718,2016-11-26,29,LINGERIE,4.0,0,,,,,,,Guayaquil,Guayas,E,10,1130.0,2016,11,47,4,Saturday
2539106,2496338,2016-11-04,51,LAWN AND GARDEN,12.0,0,Bridge,National,Ecuador,Puente Dia de Difuntos,False,44.07,Guayaquil,Guayas,A,17,1423.0,2016,11,44,4,Friday
3049398,2995938,2017-08-13,20,AUTOMOTIVE,9.0,0,,,,,,,Quito,Pichincha,B,6,1834.0,2017,8,32,3,Sunday
2341458,2300472,2016-07-17,7,DELI,136.566,3,,,,,,,Quito,Pichincha,D,8,1507.0,2016,7,28,3,Sunday
1790556,1765608,2015-09-20,49,DELI,637.843,1,,,,,,,Quito,Pichincha,A,11,3259.0,2015,9,38,3,Sunday
2966666,2914988,2017-06-28,48,SEAFOOD,11.883,0,,,,,,44.74,Quito,Pichincha,A,14,2197.0,2017,6,26,2,Wednesday
2350491,2309505,2016-07-23,10,AUTOMOTIVE,1.0,0,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,,Quito,Pichincha,C,15,924.0,2016,7,29,3,Saturday
2684775,2638443,2017-01-24,39,PLAYERS AND ELECTRONICS,4.0,0,,,,,,52.38,Cuenca,Azuay,B,6,1311.0,2017,1,4,1,Tuesday
1670207,1645259,2015-07-15,22,FROZEN FOODS,0.0,0,,,,,,51.4,Puyo,Pastaza,C,7,,2015,7,29,3,Wednesday
1921433,1896485,2015-12-03,21,DAIRY,389.0,1,,,,,,41.08,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1014.0,2015,12,49,4,Thursday
2748146,2701814,2017-03-01,18,BREAD/BAKERY,788.0,21,,,,,,53.82,Quito,Pichincha,B,16,1269.0,2017,3,9,1,Wednesday
2288535,2252895,2016-06-21,21,HOME CARE,175.0,8,,,,,,48.95,Santo Domingo,Santo Domingo de los Tsachilas,B,6,779.0,2016,6,25,2,Tuesday
2400367,2357599,2016-08-19,1,GROCERY II,13.0,1,,,,,,48.48,Quito,Pichincha,D,13,1654.0,2016,8,33,3,Friday
1667203,1642255,2015-07-13,38,EGGS,101.0,1,,,,,,52.19,Loja,Loja,D,4,1604.0,2015,7,29,3,Monday
2746066,2699734,2017-02-28,1,BOOKS,0.0,0,Holiday,National,Ecuador,Carnaval,False,54.0,Quito,Pichincha,D,13,537.0,2017,2,9,1,Tuesday
2544990,2502222,2016-11-08,17,PRODUCE,2140.278,107,,,,,,44.96,Quito,Pichincha,C,12,1510.0,2016,11,45,4,Tuesday
2724843,2678511,2017-02-16,14,AUTOMOTIVE,9.0,0,,,,,,53.41,Riobamba,Chimborazo,C,7,1195.0,2017,2,7,1,Thursday
2099761,2073031,2016-03-12,25,BOOKS,0.0,0,,,,,,,Salinas,Santa Elena,D,1,1541.0,2016,3,10,1,Saturday
2162216,2135486,2016-04-16,27,MAGAZINES,5.0,0,Event,National,Ecuador,Terremoto Manabi,False,,Daule,Guayas,D,1,1359.0,2016,4,15,2,Saturday
2114280,2087550,2016-03-20,32,BEVERAGES,772.0,17,,,,,,,Guayaquil,Guayas,C,3,620.0,2016,3,11,1,Sunday
1852542,1827594,2015-10-25,38,LINGERIE,10.0,0,,,,,,,Loja,Loja,D,4,1836.0,2015,10,43,4,Sunday
2920608,2872494,2017-06-04,7,DELI,213.74,7,,,,,,,Quito,Pichincha,D,8,1754.0,2017,6,22,2,Sunday
1984038,1957308,2016-01-07,28,GROCERY I,2887.654,17,,,,,,33.29,Guayaquil,Guayas,E,10,1034.0,2016,1,1,1,Thursday
2042945,2016215,2016-02-09,30,HARDWARE,0.0,0,Holiday,National,Ecuador,Carnaval,False,27.96,Guayaquil,Guayas,C,3,620.0,2016,2,6,1,Tuesday
1970993,1944263,2015-12-31,12,BEAUTY,2.0,0,Additional,National,Ecuador,Primer dia del ano-1,False,37.13,Latacunga,Cotopaxi,C,15,1621.0,2015,12,53,4,Thursday
2566084,2521534,2016-11-19,1,BOOKS,0.0,0,,,,,,,Quito,Pichincha,D,13,1341.0,2016,11,46,4,Saturday
2227148,2191508,2016-05-17,49,FROZEN FOODS,356.917,3,,,,,,48.29,Quito,Pichincha,A,11,2475.0,2016,5,20,2,Tuesday
2262664,2227024,2016-06-06,45,LADIESWEAR,9.0,0,,,,,,49.71,Quito,Pichincha,A,11,3275.0,2016,6,23,2,Monday
1741573,1716625,2015-08-24,24,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,Local,Ambato,Fundacion de Ambato,False,38.22,Guayaquil,Guayas,D,1,2270.0,2015,8,35,3,Monday
2838196,2790082,2017-04-19,43,SCHOOL AND OFFICE SUPPLIES,49.0,3,,,,,,50.49,Esmeraldas,Esmeraldas,E,10,1207.0,2017,4,16,2,Wednesday
2300527,2261346,2016-06-25,9,LINGERIE,0.0,0,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,,Quito,Pichincha,B,6,2003.0,2016,6,25,2,Saturday
1699052,1674104,2015-07-31,31,HARDWARE,0.0,0,,,,,,47.11,Babahoyo,Los Rios,B,10,1307.0,2015,7,31,3,Friday
2398147,2355379,2016-08-17,47,BOOKS,0.0,0,,,,,,46.81,Quito,Pichincha,A,14,3716.0,2016,8,33,3,Wednesday
2119918,2093188,2016-03-23,4,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,38.28,Quito,Pichincha,D,9,1574.0,2016,3,12,1,Wednesday
2929764,2881650,2017-06-10,13,MEATS,181.198,2,,,,,,,Latacunga,Cotopaxi,C,15,1054.0,2017,6,23,2,Saturday
2338601,2297615,2016-07-16,26,MAGAZINES,0.0,0,,,,,,,Guayaquil,Guayas,D,10,608.0,2016,7,28,3,Saturday
2472398,2429630,2016-09-28,30,BREAD/BAKERY,101.0,8,Holiday,Local,Ibarra,Fundacion de Ibarra,False,47.07,Guayaquil,Guayas,C,3,637.0,2016,9,39,3,Wednesday
2814635,2768303,2017-04-07,32,SEAFOOD,2.0,0,,,,,,52.25,Guayaquil,Guayas,C,3,676.0,2017,4,14,2,Friday
2452395,2409627,2016-09-17,2,AUTOMOTIVE,8.0,0,,,,,,,Quito,Pichincha,D,13,2222.0,2016,9,37,3,Saturday
2511999,2469231,2016-10-20,41,CELEBRATION,10.0,4,,,,,,50.31,Machala,El Oro,D,4,936.0,2016,10,42,4,Thursday
1791196,1766248,2015-09-21,17,"LIQUOR,WINE,BEER",21.0,0,,,,,,46.67,Quito,Pichincha,C,12,1247.0,2015,9,39,3,Monday
2370737,2327969,2016-08-02,28,HOME APPLIANCES,0.0,0,,,,,,39.5,Guayaquil,Guayas,E,10,1282.0,2016,8,31,3,Tuesday
2661621,2615289,2017-01-11,4,CELEBRATION,13.0,0,,,,,,52.19,Quito,Pichincha,D,9,1407.0,2017,1,2,1,Wednesday
1879587,1854639,2015-11-09,47,CELEBRATION,23.0,0,,,,,,43.87,Quito,Pichincha,A,14,3475.0,2015,11,46,4,Monday
2169661,2142931,2016-04-20,36,EGGS,69.0,0,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,Libertad,Guayas,E,10,1271.0,2016,4,16,2,Wednesday
3033617,2980157,2017-08-04,27,PET SUPPLIES,5.0,0,,,,,,49.57,Daule,Guayas,D,1,1600.0,2017,8,31,3,Friday
1965942,1939212,2015-12-28,20,AUTOMOTIVE,5.0,0,,,,,,36.36,Quito,Pichincha,B,6,1389.0,2015,12,53,4,Monday
2662617,2616285,2017-01-12,18,GROCERY I,1827.827,54,,,,,,53.01,Quito,Pichincha,B,16,1124.0,2017,1,2,1,Thursday
2843718,2795604,2017-04-22,49,DELI,536.916,4,,,,,,,Quito,Pichincha,A,11,3507.0,2017,4,16,2,Saturday
2887929,2839815,2017-05-17,4,AUTOMOTIVE,7.0,0,,,,,,49.04,Quito,Pichincha,D,9,1399.0,2017,5,20,2,Wednesday
2906337,2858223,2017-05-27,6,PLAYERS AND ELECTRONICS,17.0,0,,,,,,,Quito,Pichincha,D,13,1946.0,2017,5,21,2,Saturday
1806592,1781644,2015-09-29,49,CLEANING,1348.0,3,,,,,,45.24,Quito,Pichincha,A,11,2211.0,2015,9,40,3,Tuesday
2885459,2837345,2017-05-16,20,BREAD/BAKERY,458.0,2,,,,,,48.64,Quito,Pichincha,B,6,1508.0,2017,5,20,2,Tuesday
2629305,2582973,2016-12-23,32,PRODUCE,342.143,2,Additional,National,Ecuador,Navidad-2,False,52.01,Guayaquil,Guayas,C,3,921.0,2016,12,51,4,Friday
2463591,2420823,2016-09-23,33,DELI,134.0,45,,,,,,44.36,Quevedo,Los Rios,C,3,727.0,2016,9,38,3,Friday
2278654,2243014,2016-06-15,44,BOOKS,0.0,0,,,,,,47.92,Quito,Pichincha,A,5,4120.0,2016,6,24,2,Wednesday
2691405,2645073,2017-01-28,25,MEATS,270.362,0,,,,,,,Salinas,Santa Elena,D,1,1669.0,2017,1,4,1,Saturday
2736715,2690383,2017-02-22,46,PERSONAL CARE,661.0,8,,,,,,53.61,Quito,Pichincha,A,14,2838.0,2017,2,8,1,Wednesday
1748546,1723598,2015-08-28,20,DAIRY,351.0,0,,,,,,45.29,Quito,Pichincha,B,6,1330.0,2015,8,35,3,Friday
2570443,2525893,2016-11-21,31,CLEANING,1114.0,15,,,,,,47.48,Babahoyo,Los Rios,B,10,1289.0,2016,11,47,4,Monday
1970390,1943660,2015-12-30,44,PET SUPPLIES,43.0,2,,,,,,36.59,Quito,Pichincha,A,5,5938.0,2015,12,53,4,Wednesday
1965949,1939219,2015-12-28,20,CLEANING,1036.0,4,,,,,,36.36,Quito,Pichincha,B,6,1389.0,2015,12,53,4,Monday
2594975,2550425,2016-12-05,2,LAWN AND GARDEN,11.0,0,Additional,Local,Quito,Fundacion de Quito-1,False,51.72,Quito,Pichincha,D,13,2023.0,2016,12,49,4,Monday
1911665,1886717,2015-11-27,47,DAIRY,1856.0,10,Event,National,Ecuador,Black Friday,False,40.57,Quito,Pichincha,A,14,3938.0,2015,11,48,4,Friday
2190045,2161533,2016-04-30,9,AUTOMOTIVE,21.0,0,Event,National,Ecuador,Terremoto Manabi+14,False,,Quito,Pichincha,B,6,2460.0,2016,4,17,2,Saturday
2542419,2499651,2016-11-06,45,AUTOMOTIVE,26.0,0,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,,Quito,Pichincha,A,11,4544.0,2016,11,44,4,Sunday
2339145,2298159,2016-07-16,41,CELEBRATION,27.0,0,,,,,,,Machala,El Oro,D,4,1287.0,2016,7,28,3,Saturday
1743975,1719027,2015-08-25,41,MEATS,129.994,0,,,,,,39.15,Machala,El Oro,D,4,940.0,2015,8,35,3,Tuesday
2291819,2256179,2016-06-23,14,BEAUTY,0.0,0,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,49.34,Riobamba,Chimborazo,C,7,1229.0,2016,6,25,2,Thursday
1809709,1784761,2015-10-01,36,"LIQUOR,WINE,BEER",160.0,6,,,,,,44.75,Libertad,Guayas,E,10,1620.0,2015,10,40,4,Thursday
3006027,2952567,2017-07-19,52,MEATS,421.807,0,,,,,,47.1,Manta,Manabi,A,11,2064.0,2017,7,29,3,Wednesday
2290579,2254939,2016-06-22,29,HOME AND KITCHEN II,17.0,0,,,,,,49.16,Guayaquil,Guayas,E,10,978.0,2016,6,25,2,Wednesday
1786751,1761803,2015-09-18,41,SEAFOOD,14.66,3,,,,,,44.71,Machala,El Oro,D,4,1010.0,2015,9,38,3,Friday
1965916,1939186,2015-12-28,2,CLEANING,1063.0,0,,,,,,36.36,Quito,Pichincha,D,13,2056.0,2015,12,53,4,Monday
1777725,1752777,2015-09-13,39,HOME AND KITCHEN I,46.0,0,,,,,,,Cuenca,Azuay,B,6,1546.0,2015,9,37,3,Sunday
2118536,2091806,2016-03-22,51,BEAUTY,3.0,0,,,,,,41.45,Guayaquil,Guayas,A,17,1493.0,2016,3,12,1,Tuesday
2249861,2214221,2016-05-30,36,LAWN AND GARDEN,4.0,0,,,,,,,Libertad,Guayas,E,10,975.0,2016,5,22,2,Monday
3022217,2968757,2017-07-28,8,FROZEN FOODS,189.752,2,,,,,,49.72,Quito,Pichincha,D,8,2831.0,2017,7,30,3,Friday
2486272,2443504,2016-10-06,2,LADIESWEAR,20.0,0,,,,,,50.44,Quito,Pichincha,D,13,1713.0,2016,10,40,4,Thursday
2200365,2170071,2016-05-05,47,MEATS,691.902,2,Event,National,Ecuador,Terremoto Manabi+19,False,44.33,Quito,Pichincha,A,14,3474.0,2016,5,18,2,Thursday
2294219,2258579,2016-06-24,30,PET SUPPLIES,1.0,0,,,,,,46.7,Guayaquil,Guayas,C,3,613.0,2016,6,25,2,Friday
2825352,2779020,2017-04-13,33,MEATS,311.196,21,Transfer,Local,Cuenca,Fundacion de Cuenca,False,53.19,Quevedo,Los Rios,C,3,922.0,2017,4,15,2,Thursday
2605093,2560543,2016-12-10,53,CLEANING,1197.0,26,,,,,,,Manta,Manabi,D,13,1351.0,2016,12,49,4,Saturday
1914397,1889449,2015-11-29,24,BABY CARE,0.0,0,,,,,,,Guayaquil,Guayas,D,1,2107.0,2015,11,48,4,Sunday
1957885,1931421,2015-12-22,50,PRODUCE,3837.746,0,Holiday,Local,Salinas,Cantonizacion de Salinas,False,36.12,Ambato,Tungurahua,A,14,4585.0,2015,12,52,4,Tuesday
1735154,1710206,2015-08-20,44,HARDWARE,1.0,0,,,,,,41.0,Quito,Pichincha,A,5,3693.0,2015,8,34,3,Thursday
2841676,2793562,2017-04-21,41,GROCERY II,31.0,0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,49.64,Machala,El Oro,D,4,971.0,2017,4,16,2,Friday
1927253,1902305,2015-12-06,34,LAWN AND GARDEN,0.0,0,Holiday,Local,Quito,Fundacion de Quito,False,,Guayaquil,Guayas,B,6,2503.0,2015,12,49,4,Sunday
2675833,2629501,2017-01-19,38,POULTRY,113.072,0,,,,,,51.39,Loja,Loja,D,4,1131.0,2017,1,3,1,Thursday
1635579,1612413,2015-06-26,50,AUTOMOTIVE,3.0,0,,,,,,59.41,Ambato,Tungurahua,A,14,2328.0,2015,6,26,2,Friday
1600125,1580523,2015-06-08,6,LINGERIE,6.0,0,,,,,,58.15,Quito,Pichincha,D,13,1699.0,2015,6,24,2,Monday
1643102,1619936,2015-07-01,11,SEAFOOD,18.0,0,,,,,,56.94,Cayambe,Pichincha,B,6,2414.0,2015,7,27,3,Wednesday
2712163,2665831,2017-02-08,8,PERSONAL CARE,384.0,12,,,,,,52.37,Quito,Pichincha,D,8,2862.0,2017,2,6,1,Wednesday
2981479,2928019,2017-07-06,14,POULTRY,43.423,0,,,,,,45.52,Riobamba,Chimborazo,C,7,1294.0,2017,7,27,3,Thursday
1948191,1923243,2015-12-18,22,BEVERAGES,993.0,1,,,,,,34.72,Puyo,Pastaza,C,7,727.0,2015,12,51,4,Friday
2204842,2173403,2016-05-07,40,MAGAZINES,5.0,0,Additional,National,Ecuador,Dia de la Madre-1,False,,Machala,El Oro,C,3,1632.0,2016,5,18,2,Saturday
2472441,2429673,2016-09-28,31,HOME AND KITCHEN I,29.0,0,Holiday,Local,Ibarra,Fundacion de Ibarra,False,47.07,Babahoyo,Los Rios,B,10,1158.0,2016,9,39,3,Wednesday
1770655,1745707,2015-09-09,40,CLEANING,1688.0,10,,,,,,44.13,Machala,El Oro,C,3,1370.0,2015,9,37,3,Wednesday
2542773,2500005,2016-11-06,54,MEATS,80.496,0,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,,El Carmen,Manabi,C,3,1016.0,2016,11,44,4,Sunday
2071516,2044786,2016-02-25,32,CLEANING,356.0,7,,,,,,31.4,Guayaquil,Guayas,C,3,609.0,2016,2,8,1,Thursday
2114875,2088145,2016-03-20,49,BOOKS,0.0,0,,,,,,,Quito,Pichincha,A,11,3057.0,2016,3,11,1,Sunday
3002159,2948699,2017-07-17,44,HOME APPLIANCES,4.0,0,,,,,,46.02,Quito,Pichincha,A,5,4116.0,2017,7,29,3,Monday
2757378,2711046,2017-03-06,26,PRODUCE,262.159,1,,,,,,53.19,Guayaquil,Guayas,D,10,367.0,2017,3,10,1,Monday
2485365,2442597,2016-10-05,44,BEVERAGES,9933.0,73,,,,,,49.75,Quito,Pichincha,A,5,4219.0,2016,10,40,4,Wednesday
2701527,2655195,2017-02-03,1,HOME AND KITCHEN I,19.0,1,,,,,,53.81,Quito,Pichincha,D,13,1869.0,2017,2,5,1,Friday
2383164,2340396,2016-08-09,27,BEVERAGES,2708.0,46,,,,,,42.78,Daule,Guayas,D,1,1351.0,2016,8,32,3,Tuesday
2711112,2664780,2017-02-08,28,PRODUCE,1084.007,3,,,,,,52.37,Guayaquil,Guayas,E,10,906.0,2017,2,6,1,Wednesday
2679767,2633435,2017-01-21,49,BEAUTY,14.0,2,,,,,,,Quito,Pichincha,A,11,3739.0,2017,1,3,1,Saturday
2093189,2066459,2016-03-08,4,SEAFOOD,23.516,0,,,,,,36.67,Quito,Pichincha,D,9,1488.0,2016,3,10,1,Tuesday
2309975,2270771,2016-07-01,23,DAIRY,564.0,10,,,,,,49.02,Ambato,Tungurahua,D,9,1113.0,2016,7,26,3,Friday
2863701,2815587,2017-05-04,1,PLAYERS AND ELECTRONICS,11.0,0,,,,,,45.55,Quito,Pichincha,D,13,1729.0,2017,5,18,2,Thursday
2936251,2888137,2017-06-13,45,EGGS,333.0,4,,,,,,46.41,Quito,Pichincha,A,11,3280.0,2017,6,24,2,Tuesday
2213995,2180137,2016-05-11,3,PERSONAL CARE,483.0,3,Event,National,Ecuador,Terremoto Manabi+25,False,46.21,Quito,Pichincha,D,8,3131.0,2016,5,19,2,Wednesday
1730475,1705527,2015-08-18,13,LINGERIE,0.0,0,,,,,,42.58,Latacunga,Cotopaxi,C,15,971.0,2015,8,34,3,Tuesday
2130950,2104220,2016-03-29,5,DAIRY,464.0,0,,,,,,36.91,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1147.0,2016,3,13,1,Tuesday
1837047,1812099,2015-10-16,53,BEVERAGES,1533.0,4,,,,,,47.3,Manta,Manabi,D,13,882.0,2015,10,42,4,Friday
2930707,2882593,2017-06-10,4,EGGS,207.0,3,,,,,,,Quito,Pichincha,D,9,1495.0,2017,6,23,2,Saturday
1544097,1524495,2015-05-08,33,PLAYERS AND ELECTRONICS,0.0,0,,,,,,59.41,Quevedo,Los Rios,C,3,876.0,2015,5,19,2,Friday
1585465,1565863,2015-05-31,44,GROCERY II,119.0,0,,,,,,,Quito,Pichincha,A,5,5434.0,2015,5,22,2,Sunday
2571019,2526469,2016-11-21,47,"LIQUOR,WINE,BEER",169.0,2,,,,,,47.48,Quito,Pichincha,A,14,3589.0,2016,11,47,4,Monday
2493642,2450874,2016-10-10,26,PRODUCE,342.551,12,,,,,,49.76,Guayaquil,Guayas,D,10,433.0,2016,10,41,4,Monday
2658965,2612633,2017-01-10,15,MAGAZINES,1.0,0,,,,,,50.82,Ibarra,Imbabura,C,15,1381.0,2017,1,2,1,Tuesday
1837263,1812315,2015-10-17,1,LINGERIE,4.0,1,,,,,,,Quito,Pichincha,D,13,1371.0,2015,10,42,4,Saturday
2298681,2260731,2016-06-25,41,AUTOMOTIVE,4.0,1,Holiday,Local,Machala,Fundacion de Machala,False,,Machala,El Oro,D,4,1147.0,2016,6,25,2,Saturday
2232379,2196739,2016-05-20,45,POULTRY,1643.653,40,,,,,,47.67,Quito,Pichincha,A,11,3641.0,2016,5,20,2,Friday
1800373,1775425,2015-09-26,24,PERSONAL CARE,323.0,3,,,,,,,Guayaquil,Guayas,D,1,2116.0,2015,9,39,3,Saturday
1933406,1908458,2015-12-09,8,BEAUTY,6.0,0,,,,,,37.16,Quito,Pichincha,D,8,3074.0,2015,12,50,4,Wednesday
2861272,2813158,2017-05-02,41,CLEANING,1107.0,38,,,,,,47.65,Machala,El Oro,D,4,1096.0,2017,5,18,2,Tuesday
2425601,2382833,2016-09-02,18,BEAUTY,0.0,0,,,,,,44.39,Quito,Pichincha,B,16,,2016,9,35,3,Friday
2665046,2618714,2017-01-13,35,SEAFOOD,0.0,0,,,,,,52.36,Playas,Guayas,C,3,657.0,2017,1,2,1,Friday
2499092,2456324,2016-10-13,3,BEAUTY,11.0,0,,,,,,50.47,Quito,Pichincha,D,8,2664.0,2016,10,41,4,Thursday
2957874,2908736,2017-06-25,23,HOME APPLIANCES,2.0,0,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,,Ambato,Tungurahua,D,9,978.0,2017,6,25,2,Sunday
2390600,2347832,2016-08-13,35,HARDWARE,0.0,0,,,,,,,Playas,Guayas,C,3,904.0,2016,8,32,3,Saturday
3002949,2949489,2017-07-18,17,HOME AND KITCHEN I,25.0,4,,,,,,46.4,Quito,Pichincha,C,12,1408.0,2017,7,29,3,Tuesday
2293859,2258219,2016-06-24,20,PREPARED FOODS,49.225998,1,,,,,,46.7,Quito,Pichincha,B,6,1111.0,2016,6,25,2,Friday
1537617,1518015,2015-05-04,51,HOME AND KITCHEN I,10.0,0,,,,,,58.92,Guayaquil,Guayas,A,17,1695.0,2015,5,19,2,Monday
2630567,2584235,2016-12-24,19,BREAD/BAKERY,113.0,0,Additional,National,Ecuador,Navidad-1,False,,Guaranda,Bolivar,C,15,2370.0,2016,12,51,4,Saturday
2505519,2462751,2016-10-17,1,PLAYERS AND ELECTRONICS,16.0,0,,,,,,49.97,Quito,Pichincha,D,13,1791.0,2016,10,42,4,Monday
1897219,1872271,2015-11-19,41,HOME AND KITCHEN II,9.0,0,,,,,,40.55,Machala,El Oro,D,4,921.0,2015,11,47,4,Thursday
1596797,1577195,2015-06-07,12,PET SUPPLIES,2.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1541.0,2015,6,23,2,Sunday
3003788,2950328,2017-07-18,4,PREPARED FOODS,54.475,0,,,,,,46.4,Quito,Pichincha,D,9,1216.0,2017,7,29,3,Tuesday
2990319,2936859,2017-07-11,12,MEATS,164.752,0,,,,,,45.06,Latacunga,Cotopaxi,C,15,1149.0,2017,7,28,3,Tuesday
2562863,2518313,2016-11-17,19,HOME APPLIANCES,0.0,0,,,,,,45.37,Guaranda,Bolivar,C,15,1025.0,2016,11,46,4,Thursday
2643261,2596929,2017-01-01,24,PLAYERS AND ELECTRONICS,0.0,0,Holiday,National,Ecuador,Primer dia del ano,True,,Guayaquil,Guayas,D,1,,2017,1,52,1,Sunday
2263909,2228269,2016-06-07,30,EGGS,259.0,0,,,,,,50.37,Guayaquil,Guayas,C,3,698.0,2016,6,23,2,Tuesday
1881384,1856436,2015-11-10,47,LINGERIE,3.0,0,Holiday,Local,Guaranda,Independencia de Guaranda,False,44.23,Quito,Pichincha,A,14,3265.0,2015,11,46,4,Tuesday
1787383,1762435,2015-09-19,10,BOOKS,0.0,0,,,,,,,Quito,Pichincha,C,15,1148.0,2015,9,38,3,Saturday
2498542,2455774,2016-10-13,14,GROCERY II,0.0,0,,,,,,50.47,Riobamba,Chimborazo,C,7,1162.0,2016,10,41,4,Thursday
1994079,1967349,2016-01-13,1,LINGERIE,1.0,0,,,,,,30.42,Quito,Pichincha,D,13,1729.0,2016,1,2,1,Wednesday
1862774,1837826,2015-10-31,25,MAGAZINES,21.0,0,,,,,,,Salinas,Santa Elena,D,1,1875.0,2015,10,44,4,Saturday
2691610,2645278,2017-01-28,30,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Guayaquil,Guayas,C,3,734.0,2017,1,4,1,Saturday
2663996,2617664,2017-01-12,7,BREAD/BAKERY,719.855,8,,,,,,53.01,Quito,Pichincha,D,8,1709.0,2017,1,2,1,Thursday
2263165,2227525,2016-06-07,1,PERSONAL CARE,164.0,0,,,,,,50.37,Quito,Pichincha,D,13,1743.0,2016,6,23,2,Tuesday
2651127,2604795,2017-01-05,45,CELEBRATION,41.0,0,,,,,,53.77,Quito,Pichincha,A,11,3575.0,2017,1,1,1,Thursday
1678849,1653901,2015-07-20,15,CLEANING,1036.0,1,,,,,,50.11,Ibarra,Imbabura,C,15,1550.0,2015,7,30,3,Monday
2743379,2697047,2017-02-26,33,MAGAZINES,6.0,0,,,,,,,Quevedo,Los Rios,C,3,812.0,2017,2,8,1,Sunday
2267079,2231439,2016-06-09,2,GROCERY I,3387.0,60,,,,,,50.52,Quito,Pichincha,D,13,1764.0,2016,6,23,2,Thursday
2174403,2145891,2016-04-22,2,AUTOMOTIVE,9.0,0,Event,National,Ecuador,Terremoto Manabi+6,False,42.76,Quito,Pichincha,D,13,2091.0,2016,4,16,2,Friday
2865153,2817039,2017-05-04,5,PLAYERS AND ELECTRONICS,5.0,0,,,,,,45.55,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1119.0,2017,5,18,2,Thursday
2415974,2373206,2016-08-27,47,FROZEN FOODS,352.161,0,,,,,,,Quito,Pichincha,A,14,4075.0,2016,8,34,3,Saturday
2737302,2690970,2017-02-23,13,HOME CARE,141.0,5,,,,,,54.48,Latacunga,Cotopaxi,C,15,841.0,2017,2,8,1,Thursday
1835512,1810564,2015-10-16,10,LADIESWEAR,6.0,0,,,,,,47.3,Quito,Pichincha,C,15,775.0,2015,10,42,4,Friday
2589159,2544609,2016-12-01,7,GROCERY I,4816.0,108,,,,,,51.08,Quito,Pichincha,D,8,1926.0,2016,12,48,4,Thursday
2359910,2317142,2016-07-27,24,HARDWARE,1.0,0,,,,,,41.9,Guayaquil,Guayas,D,1,2228.0,2016,7,30,3,Wednesday
1680985,1656037,2015-07-21,24,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,50.59,Guayaquil,Guayas,D,1,2317.0,2015,7,30,3,Tuesday
2741427,2695095,2017-02-25,29,HOME CARE,345.0,12,,,,,,,Guayaquil,Guayas,E,10,1305.0,2017,2,8,1,Saturday
2776960,2730628,2017-03-17,26,EGGS,35.0,19,,,,,,48.34,Guayaquil,Guayas,D,10,719.0,2017,3,11,1,Friday
2771483,2725151,2017-03-14,22,FROZEN FOODS,29.0,4,,,,,,47.24,Puyo,Pastaza,C,7,716.0,2017,3,11,1,Tuesday
2855876,2807762,2017-04-29,4,MAGAZINES,11.0,0,,,,,,,Quito,Pichincha,D,9,1442.0,2017,4,17,2,Saturday
